PNA;MIEJSCOWOå∆;ULICA;NUMERY;GMINA;POWIAT;WOJEW”DZTWO
73-234;Antoniewko;;;Bierzwnik;choszczeÒski;zachodniopomorskie
07-310;Antoniewo;;;OstrÛw Mazowiecka;ostrowski;mazowieckie
09-135;Antoniewo;;;Siemiπtkowo;øuromiÒski;mazowieckie
09-213;Antoniewo;;;Gozdowo;sierpecki;mazowieckie
14-300;Antoniewo;;;Morπg;ostrÛdzki;warmiÒsko-mazurskie
63-910;Antoniewo;;;Miejska GÛrka;rawicki;wielkopolskie
64-721;Antoniewo;;;Lubasz;czarnkowsko-trzcianecki;wielkopolskie
87-400;Antoniewo;;;Golub-DobrzyÒ;golubsko-dobrzyÒski;kujawsko-pomorskie
87-704;Antoniewo;;;Bπdkowo;aleksandrowski;kujawsko-pomorskie
87-840;Antoniewo;;;LubieÒ Kujawski;w≥oc≥awski;kujawsko-pomorskie
89-632;Antoniewo;;;Brusy;chojnicki;pomorskie
62-085;Antoniewo GÛrne;;;Skoki;wπgrowiecki;wielkopolskie
37-600;Antoniki;;;LubaczÛw;lubaczowski;podkarpackie
18-230;Antonin;;;Ciechanowiec;wysokomazowiecki;podlaskie
56-330;Antonin;;;CieszkÛw;milicki;dolnoúlπskie
62-025;Antonin;;;Kostrzyn;poznaÒski;wielkopolskie
62-862;Antonin;;;Szczytniki;kaliski;wielkopolskie
63-210;Antonin;;;ØerkÛw;jarociÒski;wielkopolskie
63-421;Antonin;;;Przygodzice;ostrowski;wielkopolskie
82-550;Antonin;;;Prabuty;kwidzyÒski;pomorskie
98-240;Antonin;;;Szadek;zduÒskowolski;≥Ûdzkie
98-260;Antonin;;;Burzenin;sieradzki;≥Ûdzkie
62-862;Antonin (Kornelin);;;Szczytniki;kaliski;wielkopolskie
62-862;Antonin (PamiπtkÛw);;;Szczytniki;kaliski;wielkopolskie
05-306;Antonina;;;JakubÛw;miÒski;mazowieckie
05-307;Antonina;;;Dobre;miÒski;mazowieckie
97-438;Antonina;;;Rusiec;be≥chatowski;≥Ûdzkie
98-337;Antonina;;;Strzelce Wielkie;pajÍczaÒski;≥Ûdzkie
99-200;Antonina;;;PoddÍbice;poddÍbicki;≥Ûdzkie
05-340;Antoninek;;;Ko≥biel;otwocki;mazowieckie
62-060;Antoninek;;;StÍszew;poznaÒski;wielkopolskie
09-520;AntoninÛw;;1-18;Gostynin;gostyniÒski;mazowieckie
09-500;AntoninÛw;;19-DK;Gostynin;gostyniÒski;mazowieckie
05-504;AntoninÛw;;;Piaseczno;piaseczyÒski;mazowieckie
09-520;AntoninÛw;;;£πck;p≥ocki;mazowieckie
26-332;AntoninÛw;;;S≥awno;opoczyÒski;≥Ûdzkie
96-200;AntoninÛw;;;Bia≥a Rawska;rawski;≥Ûdzkie
64-520;Antoniny;;;Obrzycko;szamotulski;wielkopolskie
21-020;AntoniÛw;;;MilejÛw;≥ÍczyÒski;lubelskie
26-300;AntoniÛw;;;Opoczno;opoczyÒski;≥Ûdzkie
26-330;AntoniÛw;;;ØarnÛw;opoczyÒski;≥Ûdzkie
26-434;AntoniÛw;;;GielniÛw;przysuski;mazowieckie
26-510;AntoniÛw;;;Chlewiska;szyd≥owiecki;mazowieckie
26-640;AntoniÛw;;;Skaryszew;radomski;mazowieckie
27-310;AntoniÛw;;;CiepielÛw;lipski;mazowieckie
27-423;AntoniÛw;;;Ba≥tÛw;ostrowiecki;úwiÍtokrzyskie
37-455;AntoniÛw;;;Radomyúl nad Sanem;stalowowolski;podkarpackie
42-233;AntoniÛw;;;MykanÛw;czÍstochowski;úlπskie
46-040;AntoniÛw;;;Ozimek;opolski;opolskie
58-512;AntoniÛw;;;Stara Kamienica;karkonoski;dolnoúlπskie
97-512;AntoniÛw;;;Kodrπb;radomszczaÒski;≥Ûdzkie
37-455;AntoniÛw (Brzeünik);;;Radomyúl nad Sanem;stalowowolski;podkarpackie
37-455;AntoniÛw (SiajÛwka);;;Radomyúl nad Sanem;stalowowolski;podkarpackie
37-455;AntoniÛw (Wola Antoniowska);;;Radomyúl nad Sanem;stalowowolski;podkarpackie
37-455;AntoniÛw (Za GÛrπ);;;Radomyúl nad Sanem;stalowowolski;podkarpackie
21-102;AntoniÛwka;;;OstrÛwek;lubartowski;lubelskie
22-315;AntoniÛwka;;;GorzkÛw;krasnostawski;lubelskie
22-435;AntoniÛwka;;;KomarÛw-Osada;zamojski;lubelskie
22-610;AntoniÛwka;;;Krynice;tomaszowski;lubelskie
23-110;AntoniÛwka;;;KrzczonÛw;lubelski;lubelskie
23-145;AntoniÛwka;;;Wysokie;lubelski;lubelskie
26-332;AntoniÛwka;;;S≥awno;opoczyÒski;≥Ûdzkie
26-630;AntoniÛwka;;;Jedlnia-Letnisko;radomski;mazowieckie
26-720;AntoniÛwka;;;Policzna;zwoleÒski;mazowieckie
37-470;AntoniÛwka;;;ZaklikÛw;stalowowolski;podkarpackie
97-410;AntoniÛwka;;;KleszczÛw;be≥chatowski;≥Ûdzkie
08-480;AntoniÛwka åwierøowska;;;Maciejowice;garwoliÒski;mazowieckie
08-480;AntoniÛwka Wilczkowska;;;Maciejowice;garwoliÒski;mazowieckie
21-020;AntoniÛw-Kolonia;;;MilejÛw;≥ÍczyÒski;lubelskie
07-306;Antonowo;;;Brok;ostrowski;mazowieckie
11-500;Antonowo;;;Giøycko;giøycki;warmiÒsko-mazurskie
17-106;Antonowo;;;Orla;bielski;podlaskie
42-141;AntonÛw;;;PrzystajÒ;k≥obucki;úlπskie
24-350;AntonÛwka;;;Chodel;opolski;lubelskie
21-222;Antopol;;;PodedwÛrze;parczewski;lubelskie
97-512;Antopol;;;Kodrπb;radomszczaÒski;≥Ûdzkie
97-512;Antopol (Bugaj Zakrzewski);;;Kodrπb;radomszczaÒski;≥Ûdzkie
16-405;Antosin;;;Wiøajny;suwalski;podlaskie
96-514;Antosin;;;Rybno;sochaczewski;mazowieckie
17-300;Anusin;;;Siemiatycze;siemiatycki;podlaskie
17-330;Anusin;;;Nurzec-Stacja;siemiatycki;podlaskie
22-130;Anusin;;;Siedliszcze;che≥mski;lubelskie
27-310;Anusin;;;CiepielÛw;lipski;mazowieckie
88-230;Anusin;;;PiotrkÛw Kujawski;radziejowski;kujawsko-pomorskie
99-232;Anusin;;;Zadzim;poddÍbicki;≥Ûdzkie
99-335;Anusin;;;Witonia;≥Íczycki;≥Ûdzkie
17-300;Anusin (Czworaki);;;Siemiatycze;siemiatycki;podlaskie
17-300;Anusin (Pachciarnia);;;Siemiatycze;siemiatycki;podlaskie
12-200;Anuszewo;;;Pisz;piski;warmiÒsko-mazurskie
83-136;Aplinki;;;Gniew;tczewski;pomorskie
97-400;ApolinÛw;;;Be≥chatÛw;be≥chatowski;≥Ûdzkie
98-105;Apolonia;;;Wodzierady;≥aski;≥Ûdzkie
42-253;Apolonka;;;JanÛw;czÍstochowski;úlπskie
97-320;Apolonka;;;WolbÛrz;piotrkowski;≥Ûdzkie
11-410;Aptynty;;;Barciany;kÍtrzyÒski;warmiÒsko-mazurskie
17-312;Arbasy;;;Drohiczyn;siemiatycki;podlaskie
17-312;Arbasy (Arbasy Ma≥e);;;Drohiczyn;siemiatycki;podlaskie
09-100;Arcelin;;;P≥oÒsk;p≥oÒski;mazowieckie
09-454;Archutowo;;;BodzanÛw;p≥ocki;mazowieckie
09-470;ArchutÛwko;;;BodzanÛw;p≥ocki;mazowieckie
05-255;ArciechÛw;;;Radzymin;wo≥omiÒski;mazowieckie
96-520;ArciechÛw;;;I≥Ûw;sochaczewski;mazowieckie
05-255;ArciechÛw (Dπbrowa);;;Radzymin;wo≥omiÒski;mazowieckie
05-255;ArciechÛw (Myszyniec);;;Radzymin;wo≥omiÒski;mazowieckie
96-520;ArciechÛwek;;;I≥Ûw;sochaczewski;mazowieckie
83-010;Arciszewo;;;Pruszcz GdaÒski;gdaÒski;pomorskie
87-851;Arciszewo;;;Boniewo;w≥oc≥awski;kujawsko-pomorskie
62-220;Arcugowo;;;Niechanowo;gnieünieÒski;wielkopolskie
11-200;Ardapy;;;Bartoszyce;bartoszycki;warmiÒsko-mazurskie
89-350;Arentowo;;;Miasteczko KrajeÒskie;pilski;wielkopolskie
87-731;Ariany;;;Waganiec;aleksandrowski;kujawsko-pomorskie
99-416;Arkadia;;;NieborÛw;≥owicki;≥Ûdzkie
11-410;Arklity;;;Barciany;kÍtrzyÒski;warmiÒsko-mazurskie
62-635;Arkuszewo;;;Przedecz;kolski;wielkopolskie
38-712;Ar≥amÛw;;;Ustrzyki Dolne;bieszczadzki;podkarpackie
88-150;Arturowo;;;Kruszwica;inowroc≥awski;kujawsko-pomorskie
05-300;ArynÛw;;;MiÒsk Mazowiecki;miÒski;mazowieckie
89-632;Asmus;;;Brusy;chojnicki;pomorskie
95-001;Astachowice;;;Zgierz;zgierski;≥Ûdzkie
11-410;Asuny;;;Barciany;kÍtrzyÒski;warmiÒsko-mazurskie
26-700;Atalin;;;ZwoleÒ;zwoleÒski;mazowieckie
64-820;Atanazyn;;;Szamocin;chodzieski;wielkopolskie
16-304;Ateny;;;Nowinka;augustowski;podlaskie
19-520;Audyniszki;;;Banie Mazurskie;go≥dapski;warmiÒsko-mazurskie
11-220;Augamy;;;GÛrowo I≥aweckie;bartoszycki;warmiÒsko-mazurskie
99-352;Augustopol;;;Dπbrowice;kutnowski;≥Ûdzkie
06-445;Augustowo;;;Strzegowo;m≥awski;mazowieckie
07-210;Augustowo;;;D≥ugosiod≥o;wyszkowski;mazowieckie
12-120;Augustowo;;;Düwierzuty;szczycieÒski;warmiÒsko-mazurskie
17-100;Augustowo;;;Bielsk Podlaski;bielski;podlaskie
64-050;Augustowo;;;Wielichowo;grodziski;wielkopolskie
64-130;Augustowo;;;Rydzyna;leszczyÒski;wielkopolskie
64-423;Augustowo;;;Kwilcz;miÍdzychodzki;wielkopolskie
77-430;Augustowo;;;Krajenka;z≥otowski;wielkopolskie
86-022;Augustowo;;;Dobrcz;bydgoski;kujawsko-pomorskie
87-313;Augustowo;;;Brzozie;brodnicki;kujawsko-pomorskie
88-190;Augustowo;;;Barcin;øniÒski;kujawsko-pomorskie
06-445;Augustowo (Budy Strzegowskie);;;Strzegowo;m≥awski;mazowieckie
17-100;Augustowo (Na BraÒskiej);;;Bielsk Podlaski;bielski;podlaskie
06-408;AugustÛw;;;Krasne;przasnyski;mazowieckie
16-300;AugustÛw;;;AugustÛw;augustowski;podlaskie
26-340;AugustÛw;;;Drzewica;opoczyÒski;≥Ûdzkie
26-624;AugustÛw;;;Kowala;radomski;mazowieckie
26-670;AugustÛw;;;Pionki;radomski;mazowieckie
26-902;AugustÛw;;;GrabÛw nad Pilicπ;kozienicki;mazowieckie
98-332;AugustÛw;;;Rzπúnia;pajÍczaÒski;≥Ûdzkie
05-152;AugustÛwek;;;CzosnÛw;nowodworski;mazowieckie
08-445;AugustÛwka;;;Osieck;otwocki;mazowieckie
21-220;AugustÛwka;;;SiemieÒ;parczewski;lubelskie
17-330;Augustynka;;;Nurzec-Stacja;siemiatycki;podlaskie
87-865;Augustynowo;;;Izbica Kujawska;w≥oc≥awski;kujawsko-pomorskie
62-410;AugustynÛw;;;ZagÛrÛw;s≥upecki;wielkopolskie
62-660;AugustynÛw;;;Dπbie;kolski;wielkopolskie
97-400;AugustynÛw;;;Be≥chatÛw;be≥chatowski;≥Ûdzkie
98-290;AugustynÛw;;;Warta;sieradzki;≥Ûdzkie
98-360;AugustynÛw;;;LututÛw;wieruszowski;≥Ûdzkie
62-660;AugustynÛw (BÛr);;;Dπbie;kolski;wielkopolskie
11-130;Augustyny;;;Orneta;lidzbarski;warmiÒsko-mazurskie
89-300;Auguúcin;;;Wyrzysk;pilski;wielkopolskie
16-140;Aulakowszczyzna;;;Korycin;sokÛlski;podlaskie
22-510;Aurelin;;;Uchanie;hrubieszowski;lubelskie
14-400;Awajki;;;Pas≥Ík;elblπski;warmiÒsko-mazurskie
07-436;Baba;;;£yse;ostro≥Ícki;mazowieckie
87-510;Baba;;;Skrwilno;rypiÒski;kujawsko-pomorskie
88-300;Baba;;;Mogilno;mogileÒski;kujawsko-pomorskie
13-334;Babalice;;;Biskupiec;nowomiejski;warmiÒsko-mazurskie
16-500;BabaÒce;;;Sejny;sejneÒski;podlaskie
97-524;BabczÛw;;;Kobiele Wielkie;radomszczaÒski;≥Ûdzkie
21-102;Babczyzna;;;OstrÛwek;lubartowski;lubelskie
83-330;Babi DÛ≥;;;Øukowo;kartuski;pomorskie
64-965;Babi DwÛr;;;Okonek;z≥otowski;wielkopolskie
62-586;Babia;;;RzgÛw;koniÒski;wielkopolskie
11-100;Babiak;;;Lidzbark WarmiÒski;lidzbarski;warmiÒsko-mazurskie
62-620;Babiak;;;Babiak;kolski;wielkopolskie
87-400;Babiak;;;Golub-DobrzyÒ;golubsko-dobrzyÒski;kujawsko-pomorskie
21-200;Babianka;;;Parczew;parczewski;lubelskie
34-103;Babica;;;Wadowice;wadowicki;ma≥opolskie
38-120;Babica;;;Czudec;strzyøowski;podkarpackie
08-455;Babice;;;TrojanÛw;garwoliÒski;mazowieckie
23-413;Babice;;;Obsza;bi≥gorajski;lubelskie
32-551;Babice;;;Babice;chrzanowski;ma≥opolskie
32-600;Babice;;;OúwiÍcim;oúwiÍcimski;ma≥opolskie
37-754;Babice;;;Krzywcza;przemyski;podkarpackie
47-440;Babice;;;NÍdza;raciborski;úlπskie
48-120;Babice;;;BaborÛw;g≥ubczycki;opolskie
95-083;Babice;;;Lutomiersk;pabianicki;≥Ûdzkie
08-455;Babice (Babice-Kolonia);;;TrojanÛw;garwoliÒski;mazowieckie
05-082;Babice Nowe;;;Stare Babice;warszawski zachodni;mazowieckie
37-754;Babice (PÛ≥anki);;;Krzywcza;przemyski;podkarpackie
37-754;Babice (Przedmieúcie Babickie);;;Krzywcza;przemyski;podkarpackie
39-307;Babicha;;;TuszÛw Narodowy;mielecki;podkarpackie
95-030;Babichy;;;RzgÛw;≥Ûdzki wschodni;≥Ûdzkie
95-083;Babiczki;;;Lutomiersk;pabianicki;≥Ûdzkie
83-050;BabidÛ≥;;;Kolbudy;gdaÒski;pomorskie
83-050;BabidÛ≥ (Nowiny);;;Kolbudy;gdaÒski;pomorskie
09-200;Babiec Piaseczny;;;Roúciszewo;sierpecki;mazowieckie
09-204;Babiec Røa≥y;;;Roúciszewo;sierpecki;mazowieckie
09-200;Babiec-WiÍczanki;;;Roúciszewo;sierpecki;mazowieckie
42-287;Babienica;1 Maja;;Woüniki;lubliniecki;úlπskie
42-287;Babienica;G≥Ûwna;;Woüniki;lubliniecki;úlπskie
42-287;Babienica;Koúcielna;;Woüniki;lubliniecki;úlπskie
42-287;Babienica;Lubszecka;;Woüniki;lubliniecki;úlπskie
42-287;Babienica;PoznaÒska;;Woüniki;lubliniecki;úlπskie
42-287;Babienica;Stawowa;;Woüniki;lubliniecki;úlπskie
42-287;Babienica;Wolnoúci;;Woüniki;lubliniecki;úlπskie
42-287;Babienica;Zielona;;Woüniki;lubliniecki;úlπskie
42-283;Babienica (Mzyki);KrÛtka;;Woüniki;lubliniecki;úlπskie
42-283;Babienica (Mzyki);Leúna;;Woüniki;lubliniecki;úlπskie
42-283;Babienica (Mzyki);S≥oneczna;;Woüniki;lubliniecki;úlπskie
11-430;Babieniec;;;Korsze;kÍtrzyÒski;warmiÒsko-mazurskie
11-710;BabiÍta;;;Piecki;mrπgowski;warmiÒsko-mazurskie
14-240;BabiÍty Wielkie;;;Susz;i≥awski;warmiÒsko-mazurskie
14-240;BabiÍty Wielkie (BabiÍty Ma≥e);;;Susz;i≥awski;warmiÒsko-mazurskie
72-122;Babigoszcz;;;PrzybiernÛw;goleniowski;zachodniopomorskie
16-113;Babiki;;;Szudzia≥owo;sokÛlski;podlaskie
27-300;Babilon;;;Lipsko;lipski;mazowieckie
89-608;Babilon;;;Chojnice;chojnicki;pomorskie
66-110;Babimost;;;Babimost;zielonogÛrski;lubuskie
24-200;Babin;;;Be≥øyce;lubelski;lubelskie
26-704;Babin;;;Przy≥Ík;zwoleÒski;mazowieckie
59-223;Babin;;;Krotoszyce;legnicki;dolnoúlπskie
62-420;Babin;;;Strza≥kowo;s≥upecki;wielkopolskie
63-011;Babin;;;åroda Wielkopolska;úredzki;wielkopolskie
74-202;Babin;;;Bielice;pyrzycki;zachodniopomorskie
74-510;Babin;;;TrzciÒsko-ZdrÛj;gryfiÒski;zachodniopomorskie
24-200;Babin (Bzieniec);;;Be≥øyce;lubelski;lubelskie
74-111;Babinek;;;Banie;gryfiÒski;zachodniopomorskie
74-202;Babinek;;;Bielice;pyrzycki;zachodniopomorskie
98-240;Babiniec;;;Szadek;zduÒskowolski;≥Ûdzkie
99-232;Babiniec;;;Zadzim;poddÍbicki;≥Ûdzkie
16-080;Babino;;;Choroszcz;bia≥ostocki;podlaskie
62-420;Babin-OlÍdry;;;Strza≥kowo;s≥upecki;wielkopolskie
19-506;Babki;;;Go≥dap;go≥dapski;warmiÒsko-mazurskie
61-160;Babki;;;Mosina;poznaÒski;wielkopolskie
19-400;Babki Gπseckie;;;Olecko;olecki;warmiÒsko-mazurskie
19-400;Babki Oleckie;;;Olecko;olecki;warmiÒsko-mazurskie
63-830;Babkowice;;;PÍpowo;gostyÒski;wielkopolskie
64-514;Baborowo;;;Szamotu≥y;szamotulski;wielkopolskie
48-120;BaborÛw;;;BaborÛw;g≥ubczycki;opolskie
64-500;BaborÛwko;;;Szamotu≥y;szamotulski;wielkopolskie
09-130;Baboszewo;;;Baboszewo;p≥oÒski;mazowieckie
12-200;Babrosty;;;Pisz;piski;warmiÒsko-mazurskie
22-234;Babsk;;;Urszulin;w≥odawski;lubelskie
96-200;Babsk;;;Bia≥a Rawska;rawski;≥Ûdzkie
96-317;Babskie Budy;;;Wiskitki;øyrardowski;mazowieckie
39-340;Babule;;;Padew Narodowa;mielecki;podkarpackie
06-400;Baby;;;CiechanÛw;ciechanowski;mazowieckie
42-282;Baby;;;Kruszyna;czÍstochowski;úlπskie
63-430;Baby;;;OdolanÛw;ostrowski;wielkopolskie
83-240;Baby;;;Lubichowo;starogardzki;pomorskie
97-310;Baby;;;Moszczenica;piotrkowski;≥Ûdzkie
99-352;Baby;;;Dπbrowice;kutnowski;≥Ûdzkie
09-500;Baby Dolne;;;Gostynin;gostyniÒski;mazowieckie
09-500;Baby GÛrne;;;Gostynin;gostyniÒski;mazowieckie
99-352;Baby (Nowe Baby);;;Dπbrowice;kutnowski;≥Ûdzkie
16-404;Bachanowo;;;Jeleniewo;suwalski;podlaskie
38-604;Bachlawa;;;Lesko;leski;podkarpackie
16-150;Bachmackie Kolonie;;;Suchowola;sokÛlski;podlaskie
16-100;BachmatÛwka;;;SokÛ≥ka;sokÛlski;podlaskie
88-150;Bachorce;;;Kruszwica;inowroc≥awski;kujawsko-pomorskie
08-206;Bachorza;;;Huszlew;≥osicki;mazowieckie
08-300;Bachorza;;;Soko≥Ûw Podlaski;soko≥owski;mazowieckie
11-520;Bachorza;;;Ryn;giøycki;warmiÒsko-mazurskie
87-706;Bachorza;;;Zakrzewo;aleksandrowski;kujawsko-pomorskie
08-300;Bachorza (Bachorza-Kolonia);;;Soko≥Ûw Podlaski;soko≥owski;mazowieckie
89-606;Bachorze;;;Chojnice;chojnicki;pomorskie
63-200;Bachorzew;;;Jarocin;jarociÒski;wielkopolskie
87-610;Bachorzewo;;;DobrzyÒ nad Wis≥π;lipnowski;kujawsko-pomorskie
98-113;Bachorzyn;;;Buczek;≥aski;≥Ûdzkie
87-312;Bachotek;;;Zbiczno;brodnicki;kujawsko-pomorskie
34-116;Bachowice;;;Spytkowice;wadowicki;ma≥opolskie
36-068;BachÛrz;;;DynÛw;rzeszowski;podkarpackie
37-752;BachÛrzec;;;Dubiecko;przemyski;podkarpackie
37-754;BachÛw;;;Krzywcza;przemyski;podkarpackie
16-050;Bachury;;;Micha≥owo;bia≥ostocki;podlaskie
22-107;Bachus;;;Sawin;che≥mski;lubelskie
17-300;Baciki Bliøsze;;;Siemiatycze;siemiatycki;podlaskie
17-300;Baciki Bliøsze (Altain);;;Siemiatycze;siemiatycki;podlaskie
17-300;Baciki Bliøsze (Czysta Dolina);;;Siemiatycze;siemiatycki;podlaskie
17-300;Baciki Dalsze;;;Siemiatycze;siemiatycki;podlaskie
17-300;Baciki årednie;;;Siemiatycze;siemiatycki;podlaskie
18-106;Baciuty;;;TuroúÒ Koúcielna;bia≥ostocki;podlaskie
18-106;Baciuty-Kolonia;;;TuroúÒ Koúcielna;bia≥ostocki;podlaskie
06-406;Bacze;;;OpinogÛra GÛrna;ciechanowski;mazowieckie
18-300;Bacze Mokre;;;ZambrÛw;zambrowski;podlaskie
18-400;Bacze Suche;;;£omøa;≥omøyÒski;podlaskie
18-400;Bacze-Lipnik;;;£omøa;≥omøyÒski;podlaskie
07-130;Baczki;;;£ochÛw;wÍgrowski;mazowieckie
08-307;Baczki;;;Repki;soko≥owski;mazowieckie
21-426;BaczkÛw;;;Wola Mys≥owska;≥ukowski;lubelskie
32-708;BaczkÛw;;;Bochnia;bocheÒski;ma≥opolskie
34-211;Baczyn;;;BudzÛw;suski;ma≥opolskie
73-200;Baczyn;;;Choszczno;choszczeÒski;zachodniopomorskie
26-200;Baczyna;;;KoÒskie;konecki;úwiÍtokrzyskie
66-432;Baczyna;;;Lubiszyn;gorzowski;lubuskie
66-432;Baczyna-Kolonia;;;Lubiszyn;gorzowski;lubuskie
72-410;Baczys≥aw;;;Golczewo;kamieÒski;zachodniopomorskie
27-552;BaÊkowice;;;BaÊkowice;opatowski;úwiÍtokrzyskie
27-552;BaÊkowice (KantÛrka);;;BaÊkowice;opatowski;úwiÍtokrzyskie
27-552;BaÊkowice (Kolonie);;;BaÊkowice;opatowski;úwiÍtokrzyskie
27-552;BaÊkowice (Poddane);;;BaÊkowice;opatowski;úwiÍtokrzyskie
96-320;Badowo-DaÒki;;;MszczonÛw;øyrardowski;mazowieckie
96-320;Badowo-Múciska;;;MszczonÛw;øyrardowski;mazowieckie
96-320;BadÛw GÛrny;;;MszczonÛw;øyrardowski;mazowieckie
28-136;Badrzychowice;;;Nowy Korczyn;buski;úwiÍtokrzyskie
26-425;Badulki;;;OdrzywÛ≥;przysuski;mazowieckie
63-410;Bagatela;;;OstrÛw Wielkopolski;ostrowski;wielkopolskie
07-311;Bagatele;;;Wπsewo;ostrowski;mazowieckie
98-420;Bagatelka;;;Sokolniki;wieruszowski;≥Ûdzkie
89-300;Bagdad;;;Wyrzysk;pilski;wielkopolskie
78-111;Bagicz;;;Ustronie Morskie;ko≥obrzeski;zachodniopomorskie
89-520;Bagienica;;;Gostycyn;tucholski;kujawsko-pomorskie
06-330;Bagienice;;;Chorzele;przasnyski;mazowieckie
11-700;Bagienice;;;Mrπgowo;mrπgowski;warmiÒsko-mazurskie
18-423;Bagienice;;;Przytu≥y;≥omøyÒski;podlaskie
19-222;Bagienice;;;Wπsosz;grajewski;podlaskie
09-310;Bagienice Duøe;;;Kuczbork-Osada;øuromiÒski;mazowieckie
09-310;Bagienice Ma≥e;;;Kuczbork-Osada;øuromiÒski;mazowieckie
11-700;Bagienice Ma≥e;;;Mrπgowo;mrπgowski;warmiÒsko-mazurskie
11-700;Bagienice Ma≥e (Joachimowo);;;Mrπgowo;mrπgowski;warmiÒsko-mazurskie
09-310;Bagienice Nowe;;;Kuczbork-Osada;øuromiÒski;mazowieckie
06-330;Bagienice (Przπtalina);;;Chorzele;przasnyski;mazowieckie
06-212;Bagienice Szlacheckie;;;Krasnosielc;makowski;mazowieckie
06-212;Bagienice Szlacheckie (Bagienice-PagÛrki);;;Krasnosielc;makowski;mazowieckie
06-212;Bagienice-Folwark;;;Krasnosielc;makowski;mazowieckie
58-100;Bagieniec;;;Jaworzyna ålπska;úwidnicki;dolnoúlπskie
16-080;Bagienki;;;Tykocin;bia≥ostocki;podlaskie
07-221;Bagienko;;;BraÒszczyk;wyszkowski;mazowieckie
14-140;BagieÒsko;;;Mi≥om≥yn;ostrÛdzki;warmiÒsko-mazurskie
18-507;BagiÒskie;;;Grabowo;kolneÒski;podlaskie
42-141;Bagna;;;PrzystajÒ;k≥obucki;úlπskie
72-212;Bagna;;;Maszewo;goleniowski;zachodniopomorskie
83-424;Bagna;;;Lipusz;koúcierski;pomorskie
89-650;Bagna;;;Czersk;chojnicki;pomorskie
76-012;Bagnica;;;PolanÛw;koszaliÒski;zachodniopomorskie
77-304;Bagnica;;;Rzeczenica;cz≥uchowski;pomorskie
78-426;Bagniewko;;;Bia≥y BÛr;szczecinecki;zachodniopomorskie
86-120;Bagniewko;;;Pruszcz;úwiecki;kujawsko-pomorskie
66-535;Bagniewo;;;Drezdenko;strzelecko-drezdenecki;lubuskie
86-120;Bagniewo;;;Pruszcz;úwiecki;kujawsko-pomorskie
86-120;Bagniewo (Za Kolejπ);;;Pruszcz;úwiecki;kujawsko-pomorskie
16-050;Bagniuki;;;Micha≥owo;bia≥ostocki;podlaskie
05-110;Bagno;;;Jab≥onna;legionowski;mazowieckie
13-332;Bagno;;;Nowe Miasto Lubawskie;nowomiejski;warmiÒsko-mazurskie
19-124;Bagno;;;Jaúwi≥y;moniecki;podlaskie
22-470;Bagno;;;Zwierzyniec;zamojski;lubelskie
55-120;Bagno;;;Oborniki ålπskie;trzebnicki;dolnoúlπskie
67-410;Bagno;;;S≥awa;wschowski;lubuskie
76-024;Bagno;;;åwieszyno;koszaliÒski;zachodniopomorskie
87-840;Bagno;;;LubieÒ Kujawski;w≥oc≥awski;kujawsko-pomorskie
97-340;Bagno;;;Rozprza;piotrkowski;≥Ûdzkie
16-200;Bagny;;;Dπbrowa Bia≥ostocka;sokÛlski;podlaskie
63-012;Bagrowo;;;Dominowo;úredzki;wielkopolskie
14-230;Bajdy;;;Zalewo;i≥awski;warmiÒsko-mazurskie
38-471;Bajdy;;;WojaszÛwka;kroúnieÒski;podkarpackie
11-200;Bajdyty;;;Bartoszyce;bartoszycki;warmiÒsko-mazurskie
86-253;Bajerze;;;Kijewo KrÛlewskie;che≥miÒski;kujawsko-pomorskie
19-111;Bajki-Zalesie;;;Krypno;moniecki;podlaskie
97-500;Bajkowizna;;;Radomsko;radomszczaÒski;≥Ûdzkie
11-420;Bajorski Gaj;;;Srokowo;kÍtrzyÒski;warmiÒsko-mazurskie
11-420;Bajory Ma≥e;;;Srokowo;kÍtrzyÒski;warmiÒsko-mazurskie
11-420;Bajory Wielkie;;;Srokowo;kÍtrzyÒski;warmiÒsko-mazurskie
19-321;Bajtkowo;;;E≥k;e≥cki;warmiÒsko-mazurskie
16-423;Baka≥arzewo;;;Baka≥arzewo;suwalski;podlaskie
16-420;Bakaniuk;;;Raczki;suwalski;podlaskie
06-320;Baku≥a;;;Baranowo;ostro≥Ícki;mazowieckie
22-150;Bakus-Wanda;;;Wierzbica;che≥mski;lubelskie
27-500;BalbinÛw;;;OpatÛw;opatowski;úwiÍtokrzyskie
47-134;Balcarzowice;;;Ujazd;strzelecki;opolskie
96-100;BalcerÛw;;;Skierniewice;skierniewicki;≥Ûdzkie
88-110;Balczewo;;;Inowroc≥aw;inowroc≥awski;kujawsko-pomorskie
82-500;Baldram;;;Kwidzyn;kwidzyÒski;pomorskie
46-142;Baldwinowice;;;Namys≥Ûw;namys≥owski;opolskie
57-211;Baldwinowice;;;Ciep≥owody;zπbkowicki;dolnoúlπskie
08-124;Bale;;;Mokobody;siedlecki;mazowieckie
82-433;Balewko;;;Miko≥ajki Pomorskie;sztumski;pomorskie
82-325;Balewo;;;Markusy;elblπski;warmiÒsko-mazurskie
82-433;Balewo;;;Miko≥ajki Pomorskie;sztumski;pomorskie
28-114;Balice;;;Gnojno;buski;úwiÍtokrzyskie
