PNA;MIEJSCOWOå∆;ULICA;NUMERY;GMINA;POWIAT;WOJEW”DZTWO
05-400;Otwock;Elizy Orzeszkowej;;Otwock;otwocki;mazowieckie
05-400;Otwock;Emilii Plater;;Otwock;otwocki;mazowieckie
05-400;Otwock;FeliksÛw;;Otwock;otwocki;mazowieckie
05-400;Otwock;Fryderyka Chopina;;Otwock;otwocki;mazowieckie
05-400;Otwock;Gabriela Narutowicza;;Otwock;otwocki;mazowieckie
05-400;Otwock;GdaÒska;;Otwock;otwocki;mazowieckie
05-400;Otwock;GdyÒska;;Otwock;otwocki;mazowieckie
05-400;Otwock;gen. A. E. Fieldorfa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Gen. JÛzefa Hallera;;Otwock;otwocki;mazowieckie
05-400;Otwock;gen. Juliana Filipowicza;;Otwock;otwocki;mazowieckie
05-400;Otwock;Generalska;;Otwock;otwocki;mazowieckie
05-400;Otwock;Giøycka;;Otwock;otwocki;mazowieckie
05-400;Otwock;Gorzowska;;Otwock;otwocki;mazowieckie
05-400;Otwock;GÛrecka;;Otwock;otwocki;mazowieckie
05-400;Otwock;GÛrna;1-22;Otwock;otwocki;mazowieckie
05-402;Otwock;GÛrna;67-87(n), 70-104(p);Otwock;otwocki;mazowieckie
05-400;Otwock;GÛrna-Zau≥ek;;Otwock;otwocki;mazowieckie
05-402;Otwock;Grunwaldzka;21;Otwock;otwocki;mazowieckie
05-400;Otwock;Grunwaldzka;36-37, 39-135(n), 42-238(p);Otwock;otwocki;mazowieckie
05-402;Otwock;Grzybowa;;Otwock;otwocki;mazowieckie
05-402;Otwock;H. Ch. Andersena;;Otwock;otwocki;mazowieckie
05-402;Otwock;Hajduczka;;Otwock;otwocki;mazowieckie
05-402;Otwock;Henryka Sienkiewicza;;Otwock;otwocki;mazowieckie
05-400;Otwock;Hipolita Cybulskiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;Hoøa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Hrabiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;Hugona Ko≥≥πtaja;1-13(n), 2-8a(p);Otwock;otwocki;mazowieckie
05-402;Otwock;Hugona Ko≥≥πtaja;61-92;Otwock;otwocki;mazowieckie
05-400;Otwock;Ignacego PrπdzyÒskiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;InwalidÛw Wojennych;;Otwock;otwocki;mazowieckie
05-400;Otwock;Jacka Soplicy;;Otwock;otwocki;mazowieckie
05-400;Otwock;JagielloÒska;;Otwock;otwocki;mazowieckie
05-402;Otwock;Jagienki;;Otwock;otwocki;mazowieckie
05-400;Otwock;Ja≥owcowa;;Otwock;otwocki;mazowieckie
05-402;Otwock;Jana Kazimierza;;Otwock;otwocki;mazowieckie
05-400;Otwock;Jana KiliÒskiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;Jana Kurnakowicza;;Otwock;otwocki;mazowieckie
05-400;Otwock;Jana Matejki;;Otwock;otwocki;mazowieckie
05-400;Otwock;Jana Onufrego Zag≥oby;;Otwock;otwocki;mazowieckie
05-402;Otwock;Jana Skrzetuskiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;Jana Skrzyneckiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;Janusza Korczaka;;Otwock;otwocki;mazowieckie
05-400;Otwock;Jaros≥awa Dπbrowskiego;;Otwock;otwocki;mazowieckie
05-402;Otwock;Jasna;;Otwock;otwocki;mazowieckie
05-400;Otwock;JastrzÍbia;;Otwock;otwocki;mazowieckie
05-400;Otwock;Jaúminowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Joachima Lelewela;;Otwock;otwocki;mazowieckie
05-400;Otwock;Jod≥owa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Johna Lennona;;Otwock;otwocki;mazowieckie
05-400;Otwock;JÛzefa Bema;;Otwock;otwocki;mazowieckie
05-400;Otwock;JÛzefa Dwernickiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;JÛzefa Grzegorza Ch≥opickiego;;Otwock;otwocki;mazowieckie
05-402;Otwock;JÛzefa Ignacego Kraszewskiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;JÛzefa Pi≥sudskiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;JÛzefa Poniatowskiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;JÛzefa Su≥kowskiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;Juliana Ursyna Niemcewicza;;Otwock;otwocki;mazowieckie
05-402;Otwock;Juliusza Kossaka;;Otwock;otwocki;mazowieckie
05-400;Otwock;Juliusza S≥owackiego;2-22(p), 33a-49a(n);Otwock;otwocki;mazowieckie
05-402;Otwock;Juliusza S≥owackiego;53;Otwock;otwocki;mazowieckie
05-402;Otwock;Juranda;;Otwock;otwocki;mazowieckie
05-400;Otwock;KaczeÒcÛw;;Otwock;otwocki;mazowieckie
05-400;Otwock;Karczewska;;Otwock;otwocki;mazowieckie
05-402;Otwock;Karola åwierczewskiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;Kartuzka;;Otwock;otwocki;mazowieckie
05-400;Otwock;Katowicka;;Otwock;otwocki;mazowieckie
05-400;Otwock;Kazimierza D≥uskiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;Kazimierza Pu≥askiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;Kπpielowa;;Otwock;otwocki;mazowieckie
05-402;Otwock;Kolorowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Ko≥obrzeska;;Otwock;otwocki;mazowieckie
05-402;Otwock;KomunardÛw;;Otwock;otwocki;mazowieckie
05-400;Otwock;Konstantego Ildefonsa Ga≥czyÒskiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;Koralowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Kornela Ujejskiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;KoszaliÒska;;Otwock;otwocki;mazowieckie
05-402;Otwock;Koszykowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Koúcielna;;Otwock;otwocki;mazowieckie
05-400;Otwock;Krakowska;;Otwock;otwocki;mazowieckie
05-400;Otwock;Krecia;;Otwock;otwocki;mazowieckie
05-400;Otwock;KrÍta;;Otwock;otwocki;mazowieckie
05-402;Otwock;KrÛtka;;Otwock;otwocki;mazowieckie
05-400;Otwock;Krucza;;Otwock;otwocki;mazowieckie
05-402;Otwock;ks. Ignacego Jana Skorupki;;Otwock;otwocki;mazowieckie
05-400;Otwock;ks. kard. Stefana WyszyÒskiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;ks. Stanis≥awa Konarskiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;ks. Stanis≥awa Øebrowskiego;;Otwock;otwocki;mazowieckie
05-402;Otwock;KsiÍdza Stanis≥awa BrzÛski;;Otwock;otwocki;mazowieckie
05-400;Otwock;KsiÍøycowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Kubusia Puchatka;;Otwock;otwocki;mazowieckie
05-400;Otwock;Kupiecka;;Otwock;otwocki;mazowieckie
05-400;Otwock;Kwiatowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Laskowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Lecha;;Otwock;otwocki;mazowieckie
05-400;Otwock;LegionÛw;;Otwock;otwocki;mazowieckie
05-400;Otwock;Leúna;;Otwock;otwocki;mazowieckie
05-400;Otwock;Letnia;;Otwock;otwocki;mazowieckie
05-400;Otwock;Lipowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Literacka;;Otwock;otwocki;mazowieckie
05-400;Otwock;Litewska;;Otwock;otwocki;mazowieckie
05-400;Otwock;Lubelska;;Otwock;otwocki;mazowieckie
05-400;Otwock;Ludna;;Otwock;otwocki;mazowieckie
05-400;Otwock;Ludwika Zamenhofa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Lwowska;;Otwock;otwocki;mazowieckie
05-402;Otwock;£πkowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;£owiecka;;Otwock;otwocki;mazowieckie
05-400;Otwock;£ugi;;Otwock;otwocki;mazowieckie
05-400;Otwock;Majowa;112-302(p), 157a, 175-379(n);Otwock;otwocki;mazowieckie
05-402;Otwock;Majowa;7-33(n), 56-104a(p), 79-157(n);Otwock;otwocki;mazowieckie
05-400;Otwock;Malborska;;Otwock;otwocki;mazowieckie
05-400;Otwock;Malwy;;Otwock;otwocki;mazowieckie
05-400;Otwock;Marii Konopnickiej;;Otwock;otwocki;mazowieckie
05-400;Otwock;Marii RodziewiczÛwny;;Otwock;otwocki;mazowieckie
05-400;Otwock;Marii Sk≥odowskiej-Curie;;Otwock;otwocki;mazowieckie
05-402;Otwock;Marsza≥kowska;;Otwock;otwocki;mazowieckie
05-400;Otwock;Maurycego Mochnackiego;;Otwock;otwocki;mazowieckie
05-402;Otwock;Mazowiecka;;Otwock;otwocki;mazowieckie
05-400;Otwock;Mazurska;;Otwock;otwocki;mazowieckie
05-400;Otwock;Micha≥a Andriollego;;Otwock;otwocki;mazowieckie
05-402;Otwock;Micha≥a Wo≥odyjowskiego;;Otwock;otwocki;mazowieckie
05-402;Otwock;Mieszka I;;Otwock;otwocki;mazowieckie
05-400;Otwock;Miko≥aja Kopernika;;Otwock;otwocki;mazowieckie
05-402;Otwock;Mlπdzka;;Otwock;otwocki;mazowieckie
05-400;Otwock;M≥ynarska;;Otwock;otwocki;mazowieckie
05-400;Otwock;Mostowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Myúliwska;;Otwock;otwocki;mazowieckie
05-400;Otwock;Nadrzeczna;;Otwock;otwocki;mazowieckie
05-400;Otwock;Nagietkowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;NapoleoÒska;;Otwock;otwocki;mazowieckie
05-400;Otwock;Niezapominajki;;Otwock;otwocki;mazowieckie
05-400;Otwock;Nowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Odyniecka;;Otwock;otwocki;mazowieckie
05-400;Otwock;Ogrodnicza;;Otwock;otwocki;mazowieckie
05-400;Otwock;Ogrodowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Olszowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;OlsztyÒska;;Otwock;otwocki;mazowieckie
05-400;Otwock;Orla;;Otwock;otwocki;mazowieckie
05-402;Otwock;Ostrowska;;Otwock;otwocki;mazowieckie
05-400;Otwock;Papuzia;;Otwock;otwocki;mazowieckie
05-400;Otwock;Parkowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;PartyzantÛw;;Otwock;otwocki;mazowieckie
05-402;Otwock;Pawia;;Otwock;otwocki;mazowieckie
05-400;Otwock;Pπkowa;;Otwock;otwocki;mazowieckie
05-402;Otwock;Piaskowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Piastowa;;Otwock;otwocki;mazowieckie
05-402;Otwock;PiÍkna;;Otwock;otwocki;mazowieckie
05-400;Otwock;Piotra Wysockiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;Pod Zegarem;;Otwock;otwocki;mazowieckie
05-400;Otwock;PodgÛrska;;Otwock;otwocki;mazowieckie
05-400;Otwock;Podleúna;;Otwock;otwocki;mazowieckie
05-400;Otwock;Podmiejska;;Otwock;otwocki;mazowieckie
05-400;Otwock;Pogodna;;Otwock;otwocki;mazowieckie
05-400;Otwock;Pokojowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Polna;;Otwock;otwocki;mazowieckie
05-400;Otwock;Por. Mieczys≥awa Kalinowskiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;Portowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Portowa Zau≥ek;;Otwock;otwocki;mazowieckie
05-400;Otwock;PowstaÒcÛw Warszawy;;Otwock;otwocki;mazowieckie
05-400;Otwock;PoznaÒska;;Otwock;otwocki;mazowieckie
05-400;Otwock;prof. Stefana Kazimierza Malawskiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;Projektowana;;Otwock;otwocki;mazowieckie
05-400;Otwock;Prosta;;Otwock;otwocki;mazowieckie
05-400;Otwock;Przechodnia;;Otwock;otwocki;mazowieckie
05-400;Otwock;Przeskok;;Otwock;otwocki;mazowieckie
05-400;Otwock;Przewoska;;Otwock;otwocki;mazowieckie
05-400;Otwock;Pu≥tuska;;Otwock;otwocki;mazowieckie
05-400;Otwock;Rac≥awicka;;Otwock;otwocki;mazowieckie
05-400;Otwock;Radosna;;Otwock;otwocki;mazowieckie
05-400;Otwock;Rakowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Redutowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Romana Dmowskiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;Romualda Traugutta;;Otwock;otwocki;mazowieckie
05-400;Otwock;Rybna;;Otwock;otwocki;mazowieckie
05-400;Otwock;Rycerska;;Otwock;otwocki;mazowieckie
05-400;Otwock;Rysia;;Otwock;otwocki;mazowieckie
05-400;Otwock;Rzeczna;;Otwock;otwocki;mazowieckie
05-400;Otwock;Rzemieúlnicza;;Otwock;otwocki;mazowieckie
05-400;Otwock;Samorzπdowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Samuela Goldflama;;Otwock;otwocki;mazowieckie
05-400;Otwock;Sk≥adowa;;Otwock;otwocki;mazowieckie
05-402;Otwock;S≥owicza;;Otwock;otwocki;mazowieckie
05-402;Otwock;Sokola;;Otwock;otwocki;mazowieckie
05-400;Otwock;So≥ecka;1-33;Otwock;otwocki;mazowieckie
05-402;Otwock;So≥ecka;33a-33c, 37-43(n), 40-52(p);Otwock;otwocki;mazowieckie
05-400;Otwock;Sosnowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Sosnowe WzgÛrze;;Otwock;otwocki;mazowieckie
05-402;Otwock;Sowia;;Otwock;otwocki;mazowieckie
05-400;Otwock;SpartaÒska;;Otwock;otwocki;mazowieckie
05-400;Otwock;Sportowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Stanis≥awa Lema;;Otwock;otwocki;mazowieckie
05-400;Otwock;Stanis≥awa Moniuszki;;Otwock;otwocki;mazowieckie
05-400;Otwock;Stanis≥awa Staszica;;Otwock;otwocki;mazowieckie
05-400;Otwock;Stanis≥awa WyspiaÒskiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;Stawowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Stefana Batorego;;Otwock;otwocki;mazowieckie
05-402;Otwock;Stefana Czarnieckiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;Stefana Okrzei;;Otwock;otwocki;mazowieckie
05-400;Otwock;Stefana Øeromskiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;Stokrotki;;Otwock;otwocki;mazowieckie
05-400;Otwock;Straøacka;;Otwock;otwocki;mazowieckie
05-402;Otwock;Strusia;;Otwock;otwocki;mazowieckie
05-402;Otwock;Sucha;;Otwock;otwocki;mazowieckie
05-400;Otwock;SzczeciÒska;;Otwock;otwocki;mazowieckie
05-402;Otwock;Szczygla;;Otwock;otwocki;mazowieckie
05-400;Otwock;Szkolna;;Otwock;otwocki;mazowieckie
05-400;Otwock;Szlachecka;;Otwock;otwocki;mazowieckie
05-400;Otwock;Szosa Lubelska;;Otwock;otwocki;mazowieckie
05-400;Otwock;SzwoleøerÛw;;Otwock;otwocki;mazowieckie
05-400;Otwock;Szyszkowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;åliska;;Otwock;otwocki;mazowieckie
05-400;Otwock;åwiderska;2-44(p), 5-73(n);Otwock;otwocki;mazowieckie
05-402;Otwock;åwiderska;95;Otwock;otwocki;mazowieckie
05-400;Otwock;T. ålusarskiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;Tadeusza;;Otwock;otwocki;mazowieckie
05-400;Otwock;Tadeusza Czackiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;Tadeusza Koúciuszki;;Otwock;otwocki;mazowieckie
05-400;Otwock;Tadeusza Rejtana;;Otwock;otwocki;mazowieckie
05-400;Otwock;TatrzaÒska;;Otwock;otwocki;mazowieckie
05-402;Otwock;TekliÒska;;Otwock;otwocki;mazowieckie
05-402;Otwock;ToliÒska;;Otwock;otwocki;mazowieckie
05-400;Otwock;Topolowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Turystyczna;21-51;Otwock;otwocki;mazowieckie
05-402;Otwock;Turystyczna;5-15a(n), 18-19;Otwock;otwocki;mazowieckie
05-400;Otwock;Tysiπclecia;7, 8-76a(p);Otwock;otwocki;mazowieckie
05-402;Otwock;Tysiπclecia;9-79a(n);Otwock;otwocki;mazowieckie
05-400;Otwock;Waleriana £ukasiÒskiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;Wa≥brzyska;;Otwock;otwocki;mazowieckie
05-400;Otwock;Warszawska;;Otwock;otwocki;mazowieckie
05-402;Otwock;Warsztatowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Wawerska;;Otwock;otwocki;mazowieckie
05-402;Otwock;Wczasowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Weso≥a;;Otwock;otwocki;mazowieckie
05-400;Otwock;Widok;;Otwock;otwocki;mazowieckie
05-400;Otwock;Wiejska;;Otwock;otwocki;mazowieckie
05-402;Otwock;Wierzbowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;WileÒska;;Otwock;otwocki;mazowieckie
05-400;Otwock;Willowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Wiosenna;;Otwock;otwocki;mazowieckie
05-400;Otwock;Wiúlana;;Otwock;otwocki;mazowieckie
05-400;Otwock;Wiúniowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Witkacego;;Otwock;otwocki;mazowieckie
05-400;Otwock;W≥adys≥awa Czaplickiego;;Otwock;otwocki;mazowieckie
05-402;Otwock;W≥adys≥awa £okietka;;Otwock;otwocki;mazowieckie
05-402;Otwock;W≥adys≥awa Stanis≥awa Reymonta;1b-5b;Otwock;otwocki;mazowieckie
05-400;Otwock;W≥adys≥awa Stanis≥awa Reymonta;7-97(n), 15-16b, 22-122a(p);Otwock;otwocki;mazowieckie
05-400;Otwock;W≥adys≥awa Syrokomli;;Otwock;otwocki;mazowieckie
05-400;Otwock;W≥adys≥awa WroÒskiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;Wojskiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;Wolnoúci Pl.;;Otwock;otwocki;mazowieckie
05-400;Otwock;Wroc≥awska;;Otwock;otwocki;mazowieckie
05-400;Otwock;Wronia;;Otwock;otwocki;mazowieckie
05-400;Otwock;Wspania≥a;;Otwock;otwocki;mazowieckie
05-400;Otwock;Wypoczynkowa;;Otwock;otwocki;mazowieckie
05-402;Otwock;Wysoka;;Otwock;otwocki;mazowieckie
05-402;Otwock;Zaciszna;;Otwock;otwocki;mazowieckie
05-400;Otwock;Zagajnikowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Zamkowa;;Otwock;otwocki;mazowieckie
05-400;Otwock;ZawilcÛw;;Otwock;otwocki;mazowieckie
05-402;Otwock;Zielona;;Otwock;otwocki;mazowieckie
05-400;Otwock;Ziemowita;;Otwock;otwocki;mazowieckie
05-402;Otwock;Zio≥owa;;Otwock;otwocki;mazowieckie
05-400;Otwock;Zofii Na≥kowskiej;;Otwock;otwocki;mazowieckie
05-400;Otwock;Zosi;;Otwock;otwocki;mazowieckie
05-400;Otwock;Zygmunta;;Otwock;otwocki;mazowieckie
05-400;Otwock;Zygmunta KrasiÒskiego;;Otwock;otwocki;mazowieckie
05-400;Otwock;èrÛdlana;;Otwock;otwocki;mazowieckie
05-400;Otwock;Øabia;;Otwock;otwocki;mazowieckie
05-400;Otwock;Øurawia;1, 51-111(n), 64-100(p);Otwock;otwocki;mazowieckie
05-402;Otwock;Øurawia;3-32, 19-37(n);Otwock;otwocki;mazowieckie
05-402;Otwock;Øwirki i Wigury;;Otwock;otwocki;mazowieckie
05-480;Otwock Ma≥y;;;Karczew;otwocki;mazowieckie
05-480;Otwock Wielki;;;Karczew;otwocki;mazowieckie
21-411;Otylin;;;WojcieszkÛw;≥ukowski;lubelskie
67-106;OtyÒ;;;OtyÒ;nowosolski;lubuskie
26-332;OwadÛw;;;S≥awno;opoczyÒski;≥Ûdzkie
26-631;OwadÛw;;;JastrzÍbia;radomski;mazowieckie
26-332;OwadÛw (Brzezinki);;;S≥awno;opoczyÒski;≥Ûdzkie
11-400;Owczarki;;;KÍtrzyn;kÍtrzyÒski;warmiÒsko-mazurskie
66-542;Owczarki;;;Zwierzyn;strzelecko-drezdenecki;lubuskie
05-807;Owczarnia;;;BrwinÛw;pruszkowski;mazowieckie
23-230;Owczarnia;;;Trzydnik Duøy;kraúnicki;lubelskie
24-340;Owczarnia;;;JÛzefÛw nad Wis≥π;opolski;lubelskie
26-341;Owczary;;;MniszkÛw;opoczyÒski;≥Ûdzkie
28-100;Owczary;;;Busko-ZdrÛj;buski;úwiÍtokrzyskie
32-088;Owczary;;;Zielonki;krakowski;ma≥opolskie
38-307;Owczary;;;SÍkowa;gorlicki;ma≥opolskie
55-200;Owczary;;;O≥awa;o≥awski;dolnoúlπskie
69-113;Owczary;;;GÛrzyca;s≥ubicki;lubuskie
77-203;Owczary;;;Trzebielino;bytowski;pomorskie
83-242;Owcze B≥ota;;;Osieczna;starogardzki;pomorskie
64-610;Owczeg≥owy;;;Rogoüno;obornicki;wielkopolskie
83-211;Owidz;;;Starogard GdaÒski;starogardzki;pomorskie
34-606;Owieczka;;;£ukowica;limanowski;ma≥opolskie
19-110;Owieczki;;;Goniπdz;moniecki;podlaskie
62-260;Owieczki;;;£ubowo;gnieünieÒski;wielkopolskie
64-610;Owieczki;;;Rogoüno;obornicki;wielkopolskie
98-273;Owieczki;;;Klonowa;sieradzki;≥Ûdzkie
87-400;Owieczkowo;;;Golub-DobrzyÒ;golubsko-dobrzyÒski;kujawsko-pomorskie
58-262;Owiesno;;;DzierøoniÛw;dzierøoniowski;dolnoúlπskie
58-262;Owiesno (Kietlice);;;DzierøoniÛw;dzierøoniowski;dolnoúlπskie
89-608;Owink;;;Chojnice;chojnicki;pomorskie
62-005;OwiÒska;;;Czerwonak;poznaÒski;wielkopolskie
08-500;Ownia;;;Ryki;rycki;lubelskie
66-437;Ownice;;;S≥oÒsk;sulÍciÒski;lubuskie
55-040;Owsianka;;;Kobierzyce;wroc≥awski;dolnoúlπskie
47-450;Owsiszcze;;;Krzyøanowice;raciborski;úlπskie
77-130;Owsne Ostrowy;;;Lipnica;bytowski;pomorskie
83-407;Owúnice;;;Koúcierzyna;koúcierski;pomorskie
97-360;Ozga;;;KamieÒsk;radomszczaÒski;≥Ûdzkie
16-050;Oziab≥y;;;Micha≥owo;bia≥ostocki;podlaskie
08-420;OziemkÛwka;;;MiastkÛw Koúcielny;garwoliÒski;mazowieckie
16-120;Ozierany Ma≥e;;;Krynki;sokÛlski;podlaskie
16-120;Ozierany Wielkie;;;Krynki;sokÛlski;podlaskie
16-120;Ozierskie;;;Krynki;sokÛlski;podlaskie
27-552;OziÍb≥Ûw;;;BaÊkowice;opatowski;úwiÍtokrzyskie
27-552;OziÍb≥Ûw (BratkÛw);;;BaÊkowice;opatowski;úwiÍtokrzyskie
27-552;OziÍb≥Ûw (Kolonia);;;BaÊkowice;opatowski;úwiÍtokrzyskie
46-040;Ozimek;;;Ozimek;opolski;opolskie
95-035;OzorkÛw;;;OzorkÛw;zgierski;≥Ûdzkie
55-114;Ozorowice;;;Wisznia Ma≥a;trzebnicki;dolnoúlπskie
08-114;OzorÛw;;;SkÛrzec;siedlecki;mazowieckie
55-010;Ozorzyce;;;Siechnice;wroc≥awski;dolnoúlπskie
62-620;Ozorzyn;;;Babiak;kolski;wielkopolskie
62-620;Ozorzyn (Ozorzyn-Parcele);;;Babiak;kolski;wielkopolskie
37-303;Oøanna;;;Kury≥Ûwka;leøajski;podkarpackie
37-500;OøaÒsk;;;Paw≥osiÛw;jaros≥awski;podkarpackie
74-320;Oøar;;;Barlinek;myúliborski;zachodniopomorskie
18-312;Oøarki-Olszanka;;;Rutki;zambrowski;podlaskie
42-625;Oøarowice;;;Oøarowice;tarnogÛrski;úlπskie
24-150;OøarÛw;;;JastkÛw;lubelski;lubelskie
27-530;OøarÛw;;;OøarÛw;opatowski;úwiÍtokrzyskie
98-345;OøarÛw;;;Mokrsko;wieluÒski;≥Ûdzkie
24-300;OøarÛw Drugi;;;Opole Lubelskie;opolski;lubelskie
05-850;OøarÛw Mazowiecki;;;OøarÛw Mazowiecki;warszawski zachodni;mazowieckie
05-850;OøarÛw Mazowiecki (OøarÛw);;;OøarÛw Mazowiecki;warszawski zachodni;mazowieckie
24-300;OøarÛw Pierwszy;;;Opole Lubelskie;opolski;lubelskie
57-230;Oøary;;;Kamieniec Zπbkowicki;zπbkowicki;dolnoúlπskie
18-312;Oøary Wielkie;;;Rutki;zambrowski;podlaskie
98-354;OøegÛw;;;Siemkowice;pajÍczaÒski;≥Ûdzkie
38-232;Oøenna;;;Krempna;jasielski;podkarpackie
06-316;Oøumiech;;;Krzynow≥oga Ma≥a;przasnyski;mazowieckie
16-030;Oøynnik;;;WasilkÛw;bia≥ostocki;podlaskie
22-672;Paary;;;Susiec;tomaszowski;lubelskie
42-253;Pabianice;;;JanÛw;czÍstochowski;úlπskie
95-200;Pabianice;;;Pabianice;pabianicki;≥Ûdzkie
05-604;Pabierowice;;;GrÛjec;grÛjecki;mazowieckie
63-300;Pacanowice;;;Pleszew;pleszewski;wielkopolskie
63-300;Pacanowice (Pardelak);;;Pleszew;pleszewski;wielkopolskie
28-133;PacanÛw;;;PacanÛw;buski;úwiÍtokrzyskie
42-140;PacanÛw;;;Panki;k≥obucki;úlπskie
28-236;PacanÛwka;;;Rytwiany;staszowski;úwiÍtokrzyskie
17-120;Pace;;;BraÒsk;bielski;podlaskie
26-803;Pacew;;;Promna;bia≥obrzeski;mazowieckie
06-212;Pach;;;Krasnosielc;makowski;mazowieckie
24-100;Pachnowola;;;Pu≥awy;pu≥awski;lubelskie
74-304;Pachocino;;;NowogrÛdek Pomorski;myúliborski;zachodniopomorskie
21-211;Pachole;;;DÍbowa K≥oda;parczewski;lubelskie
64-600;Pacholewo;;;Oborniki;obornicki;wielkopolskie
74-120;PacholÍta;;;Widuchowa;gryfiÒski;zachodniopomorskie
82-440;Pacho≥y;;;DzierzgoÒ;sztumski;pomorskie
18-500;Pachuczyn;;;Kolno;kolneÒski;podlaskie
82-550;Pachutki;;;Prabuty;kwidzyÒski;pomorskie
96-230;Pachy;;;Bia≥a Rawska;rawski;≥Ûdzkie
42-270;PacierzÛw;;;K≥omnice;czÍstochowski;úlπskie
26-700;Paciorkowa Wola Nowa;;;ZwoleÒ;zwoleÒski;mazowieckie
26-700;Paciorkowa Wola Stara;;;ZwoleÒ;zwoleÒski;mazowieckie
97-545;Paciorkowizna;;;Gomunice;radomszczaÒski;≥Ûdzkie
13-300;PacÛ≥towo;;;Nowe Miasto Lubawskie;nowomiejski;warmiÒsko-mazurskie
14-107;PacÛ≥towo;;;Grunwald;ostrÛdzki;warmiÒsko-mazurskie
14-107;PacÛ≥tÛwko;;;Grunwald;ostrÛdzki;warmiÒsko-mazurskie
09-541;Pacyna;;;Pacyna;gostyniÒski;mazowieckie
74-312;Pacynowo;;;MyúlibÛrz;myúliborski;zachodniopomorskie
83-340;Paczewo;;;Sierakowice;kartuski;pomorskie
62-021;Paczkowo;;;SwarzÍdz;poznaÒski;wielkopolskie
48-370;PaczkÛw;;;PaczkÛw;nyski;opolskie
56-420;PaczkÛw;;;BierutÛw;oleúnicki;dolnoúlπskie
32-065;PaczÛ≥towice;;;Krzeszowice;krakowski;ma≥opolskie
