,Kod_TERYT,nazwa_samorządu,Województwo,Powiat,typ_JST,nazwa_urzędu_JST,miejscowość,Kod pocztowy,poczta,Ulica,Nr domu,telefon kierunkowy,telefon,telefon 2,wewnętrzny,FAX kierunkowy,FAX,FAX wewnętrzny,ogólny adres poczty elektronicznej gminy/powiatu/województwa,adres www jednostki,ESP,adresy email
90,0208112,Nowa Ruda,dolnośląskie,kłodzki,GW,Urząd Gminy Nowa Ruda,Nowa Ruda,57-400,Nowa Ruda,ul. Niepodległości,1,74,8722263,,,74,8725083,,sekretariat@gmina.nowaruda.pl,www.gmina.nowaruda.pl,/s2c7k7u7id/skrytka,sekretariat@gmina.nowaruda.pl
91,0201043,Nowogrodziec,dolnośląskie,bolesławiecki,GMW,Urząd Miejski w Nowogrodźcu,Nowogrodziec,59-730,Nowogrodziec,Rynek,1,75,7380660,,,75,7316416,,urzad@nowogrodziec.pl,www.nowogrodziec.pl,/nowogrodziec/skrytka,urzad@nowogrodziec.pl
92,0220013,Oborniki Śląskie,dolnośląskie,trzebnicki,GMW,Urząd Miejski w Obornikach Śląskich,Oborniki Śląskie,55-120,Oborniki Śląskie,ul. Trzebnicka,1,71,3103519,,,71,3102295,,oborniki@oborniki-slaskie.pl,www.oborniki-slaskie.pl,/GMINA_OBORNIKI_SL/skrytka,oborniki@oborniki-slaskie.pl
93,0214011,Oleśnica,dolnośląskie,oleśnicki,GM,Urząd Miasta Oleśnicy,Oleśnica,56-400,Oleśnica,Rynek-Ratusz,,71,7982100,,,71,7982117,,kancelaria@um.olesnica.pl,www.olesnica.pl,/idumolesnica/skrytka,kancelaria@um.olesnica.pl
94,0214062,Oleśnica,dolnośląskie,oleśnicki,GW,Urząd Gminy Oleśnica,Oleśnica,56-400,Oleśnica,ul. 11 Listopada,24,71,3140200,,,71,3140204,,urzad@olesnica.wroc.pl,www.olesnica.wroc.pl,/UGOLESNICA/skrytka,urzad@olesnica.wroc.pl
95,0210053,Olszyna,dolnośląskie,lubański,GMW,Urząd Miejski w Olszynie,Olszyna,59-830,Olszyna,ul. Wolności,6,75,7212368,,,75,7212050,,poczta@olszyna.pl,www.olszyna.pl/,/7g6dx2nl02/skrytka,poczta@olszyna.pl
96,0215011,Oława,dolnośląskie,oławski,GM,Urząd Miejski w Oławie,Oława,55-200,Oława,pl. Zamkowy,15,71,3035501,,,71,3035500,,olawa@um.olawa.pl,www.um.olawa.pl,/i678avih7s/skrytka,olawa@um.olawa.pl
97,0215042,Oława,dolnośląskie,oławski,GW,Urząd Gminy Oława,Oława,55-200,Oława,pl. Marsz. Józefa Piłsudskiego,28,71,3133044,,,71,7234634,,sekretariat@GminaOlawa.pl,www.gminaolawa.pl,/xr3d25yd6s/skrytka,sekretariat@GminaOlawa.pl
98,0201052,Osiecznica,dolnośląskie,bolesławiecki,GW,Urząd Gminy Osiecznica,Osiecznica,59-724,Osiecznica,ul. Lubańska,43,75,7312107,,,75,7312148,,info@osiecznica.pl,http://www.osiecznica.pl,/osiecznica/skrytka,info@osiecznica.pl
99,0205052,Paszowice,dolnośląskie,jaworski,GW,Urząd Gminy Paszowice,Paszowice,59-411,Paszowice,Paszowice,137,76,8701792,,,76,8701791,,ug@paszowice.pl,www.paszowice.pl,/ugpaszowice/SkrytkaESP,ug@paszowice.pl
100,0203052,Pęcław,dolnośląskie,głogowski,GW,Urząd Gminy Pęcław,Pęcław,67-221,Białołęka,Pęcław,28,76,8317126,,,76,8317033,,gmina@peclaw.eu,www.peclaw.eu,/02uh26nlaz/skrytka,gmina@peclaw.eu
101,0206031,Piechowice,dolnośląskie,karkonoski,GM,Urząd Miasta Piechowice,Piechowice,58-573,Piechowice,ul. Kryształowa,49,75,7548900,,,75,7612274,,sekretariat@piechowice.pl,www.piechowice.pl,/0f2p38rvf5/skrytka,sekretariat@piechowice.pl
102,0226032,Pielgrzymka,dolnośląskie,złotoryjski,GW,Urząd Gminy Pielgrzymka,Pielgrzymka,59-524,Pielgrzymka,,109A/1,76,8775013,,,76,7437000,,sekretariat@pielgrzymka.biz,www.pielgrzymka.biz,/62tg5ll7tc/SkrytkaESP,sekretariat@pielgrzymka.biz
103,0225043,Pieńsk,dolnośląskie,zgorzelecki,GMW,Urząd Miasta i Gminy w Pieńsku,Pieńsk,59-930,Pieńsk,ul. Bolesławiecka,29,75,7786511,,,75,7786405,,piensk@piensk.com.pl,www.piensk.com.pl,/UMiG_Piensk/skrytka,piensk@piensk.com.pl
104,0202033,Pieszyce,dolnośląskie,dzierżoniowski,GMW,Urząd Miejski w Pieszycach,Pieszyce,58-250,Pieszyce,ul.Kościuszki,2,74,8365487,,,74,8367230,,um@pieszyce.pl,www.pieszyce.pl,/gsu8q08j8t/skrytka,um@pieszyce.pl
105,0202041,Piława Górna,dolnośląskie,dzierżoniowski,GM,Urząd Miasta Piława Górna,Piława Górna,58-240,Piława Górna,ul. Piastowska,69,74,8324910,,,74,8371386,,um@pilawagorna.pl,www.pilawagorna.pl ,/umpilawagorna/skrytka,um@pilawagorna.pl
106,0210062,Platerówka,dolnośląskie,lubański,GW,Urząd Gminy Platerówka,Platerówka,59-816,Platerówka,Platerówka,20,75,7221690,,,75,7241185,,sekretariat@gminaplaterowka.pl,www.gminaplaterowka.pl,/0210062/skrytka,sekretariat@gminaplaterowka.pl
107,0206082,Podgórzyn,dolnośląskie,karkonoski,GW,Urząd Gminy Podgórzyn,Podgórzyn,58-562,Podgórzyn,ul. Żołnierska,14,75,7548101,,,75,7621358,,gmina@podgorzyn.pl,www.podgorzyn.pl,/Podgorzyn/skrytka,gmina@podgorzyn.pl
108,0208051,Polanica-Zdrój,dolnośląskie,kłodzki,GM,Urząd Miejski w Polanicy-Zdroju,Polanica-Zdrój,57-320,Polanica-Zdrój,ul. Jarosława Dąbrowskiego,3,74,8680600,,,74,8681046,,um@polanica.pl,www.polanica.pl,/polanica/skrytka,um@polanica.pl
109,0216043,Polkowice,dolnośląskie,polkowicki,GMW,Urząd Gminy Polkowice,Polkowice,59-100,Polkowice,Rynek,1,76,8474107,,,76,8451364,,kancelaria@ug.polkowice.pl,www.polkowice.eu,/GminaPolkowice/skrytka,kancelaria@ug.polkowice.pl
110,0201000,Powiat Bolesławiecki,dolnośląskie,bolesławiecki,P,Starostwo Powiatowe w Bolesławcu,Bolesławiec,59-700,Bolesławiec,Armii Krajowej ,12,75,7323258,,,75,7323250,,biuro@powiatboleslawiecki.pl,www.powiatboleslawiecki.pl,/8us0p4v0fl/skrytka,biuro@powiatboleslawiecki.pl
111,0202000,Powiat Dzierżoniowski,dolnośląskie,dzierżoniowski,P,Starostwo Powiatowe w Dzierżoniowie,Dzierżoniów,58-200,Dzierżoniów,Rynek ,27,74,8321864,,,74,8321860,,powiat@pow.dzierzoniow.pl,www.pow.dzierzoniow.pl,/SPDzierzoniow/skrytka,powiat@pow.dzierzoniow.pl
112,0203000,Powiat Głogowski,dolnośląskie,głogowski,P,Starostwo Powiatowe w Głogowie,Głogów,67-200,Głogów,ul. Sikorskiego,21,76,7282801,,,76,7282817,,starosta.dgl@powiatypolskie.pl,www.powiat.glogow.pl,/u31xpvp96x/skrytka,starosta.dgl@powiatypolskie.pl
113,0204000,Powiat Górowski,dolnośląskie,górowski,P,Starostwo Powiatowe w Górze,Góra,56-200,Góra,ul. Mickiewicza,1,65,5443900,,903,65,5433511,,sekretariat@powiatgora.pl,www.powiatgora.pl,,sekretariat@powiatgora.pl
114,0205000,Powiat Jaworski,dolnośląskie,jaworski,P,Starostwo Powiatowe w Jaworze,Jawor,59-400,Jawor,ul. Wrocławska,26,76,7290100,,102,76,7290160,,powiat-jawor@powiat-jawor.org.pl,www.powiat-jawor.org.pl,/SPJawor/skrytka,powiat-jawor@powiat-jawor.org.pl
115,0206000,Powiat Karkonoski,dolnośląskie,karkonoski,P,Starostwo Powiatowe w Jeleniej Górze,Jelenia Góra,58-500,Jelenia Góra,ul. Kochanowskiego,10,75,6473100,,,75,"7526419

",,sekretariat@powiat.jeleniogorski.pl,www.starostwo.jgora.pl,/7s2scta34v/skrytka,sekretariat@powiat.jeleniogorski.pl
116,0207000,Powiat Kamiennogórski,dolnośląskie,kamiennogórski,P,Starostwo Powiatowe w Kamiennej Górze,Kamienna Góra,58-400,Kamienna Góra,ul. Broniewskiego,15,75,6450100,,,75,6450111,,powiat@kamienna-gora.pl,www.kamienna-gora.pl,/lm8tu33i2e/skrytka,powiat@kamienna-gora.pl
117,0208000,Powiat Kłodzki,dolnośląskie,kłodzki,P,Starostwo Powiatowe w Kłodzku,Kłodzko,57-300,Kłodzko,ul. Okrzei ,1,74,8657511,,,74,8673232,,bok@powiat.klodzko.pl,www.powiat.klodzko.pl,/spklodzko/skrytka,bok@powiat.klodzko.pl
118,0209000,Powiat Legnicki,dolnośląskie,legnicki,P,Starostwo Powiatowe w Legnicy,Legnica,59-220,Legnica,Pl. Słowiański,1,76,7243560,,,76,7243406,,starostwo@powiat-legnicki.eu,www.powiat-legnicki.eu,/14y5pk6iw2/skrytka,starostwo@powiat-legnicki.eu
119,0210000,Powiat Lubański,dolnośląskie,lubański,P,Starostwo Powiatowe w Lubaniu,Lubań,59-800,Lubań,ul. Mickiewicza,2,75,6464300,,,75,6464321,,sekretariat@powiatluban.pl,www.powiatluban.pl,/8u2x29mfkn/skrytka,sekretariat@powiatluban.pl
120,0211000,Powiat Lubiński,dolnośląskie,lubiński,P,Starostwo Powiatowe w Lubinie,Lubin,59-300,Lubin,ul. Jana Kilińskiego ,12b,76,7467100,,,76,7467116,,starostwo@powiat-lubin.pl,www.powiat-lubin.pl,/6068xdvetu/skrytka,starostwo@powiat-lubin.pl
121,0212000,Powiat Lwówecki,dolnośląskie,lwówecki,P,Starostwo Powiatowe w Lwówku Śląskim,Lwówek Śląski,59-600,Lwówek Śląski,Szpitalna,4,75,7823650,,,75,7823654,,sekretariat@powiatlwowecki.pl,www.powiatlwowecki.pl,/j3075uhbh4/SkrytkaESP,sekretariat@powiatlwowecki.pl
122,0213000,Powiat Milicki,dolnośląskie,milicki,P,Starostwo Powiatowe w Miliczu,Milicz,56-300,Milicz,ul. Wojska Polskiego,38,71,3841328,,,71,3840704,,urzad@milicz-powiat.pl,www.milicz-powiat.pl,/s83d04rpg5/skrytka,urzad@milicz-powiat.pl
123,0214000,Powiat Oleśnicki,dolnośląskie,oleśnicki,P,Starostwo Powiatowe w Oleśnicy,Oleśnica,56-400,Oleśnica,ul. Słowackiego,10,71,3140114,,,71,3140110,,biuropodawcze@powiat-olesnicki.pl,www.powiat-olesnicki.pl,/244l4gnkic/skrytka,biuropodawcze@powiat-olesnicki.pl
124,0215000,Powiat Oławski,dolnośląskie,oławski,P,Starostwo Powiatowe w Oławie,Oława,55-200,Oława,ul. 3 Maja,1,71,3011522,,,71,3011562,,info@starostwo.olawa.pl,www.starostwo.olawa.pl,/sp-olawa/skrytka,info@starostwo.olawa.pl
125,0216000,Powiat Polkowicki,dolnośląskie,polkowicki,P,Starostwo Powiatowe w Polkowicach,Polkowice,59-100,Polkowice,ul. Św. Sebastiana,1,76,7461500,,,76,7461501,,sekretariat@powiatpolkowicki.pl,www.powiatpolkowicki.pl,/a445t5dwsw/skrytka,sekretariat@powiatpolkowicki.pl
126,0217000,Powiat Strzeliński,dolnośląskie,strzeliński,P,Starostwo Powiatowe w Strzelinie,Strzelin,57-100,Strzelin,ul. Kamienna,10,71,3923016,,,71,3923015,,starostwo@powiatstrzelinski.pl,www.powiatstrzelinski.pl,/l9gt58qy7v/skrytka,starostwo@powiatstrzelinski.pl
127,0218000,Powiat Średzki,dolnośląskie,średzki,P,Starostwo Powiatowe w Środzie Śląskiej,Środa Śląska,55-300,Środa Śląska,ul. Wrocławska,2,71,3175646,,,71,3175649,,sekretariat@powiat-sredzki.pl,www.powiat-sredzki.pl,/wun0872sym/skrytka,sekretariat@powiat-sredzki.pl
128,0219000,Powiat Świdnicki,dolnośląskie,świdnicki,P,Starostwo Powiatowe w Świdnicy,Świdnica,58-100,Świdnica,ul. M. Skłodowskiej-Curie,7,74,8500400,,,74,8530927,,starostwo@powiat.swidnica.pl,www.powiat.swidnica.pl,/h0guqt2511/skrytka,starostwo@powiat.swidnica.pl
129,0220000,Powiat Trzebnicki,dolnośląskie,trzebnicki,P,Starostwo Powiatowe w Trzebnicy,Trzebnica,55-100,Trzebnica,ul. Ks. Bochenka,6,71,3879501,,,71,3120111,,powiat@powiat.trzebnica.pl,www.powiat.trzebnica.pl,/s9w6dl6a8n/skrytka,powiat@powiat.trzebnica.pl
130,0221000,Powiat Wałbrzyski,dolnośląskie,wałbrzyski,P,Starostwo Powiatowe w Wałbrzychu,Wałbrzych,58-300,Wałbrzych,Al. Wyzwolenia,"20, 22, 22a,24",74,8460700,,,74,8424517,,sekretariat@powiat.walbrzych.pl,www.powiat.walbrzych.pl,/SPWalbrzych/skrytka,sekretariat@powiat.walbrzych.pl
131,0222000,Powiat Wołowski,dolnośląskie,wołowski,P,Starostwo Powiatowe w Wołowie,Wołów,56-100,Wołów,Pl.Piastowski,2,71,3805901,,,71,3805900,,starostwo@powiatwolowski.pl,www.powiatwolowski.pl,/7u272ofrz/skrytka ESP,starostwo@powiatwolowski.pl
132,0223000,Powiat Wrocławski,dolnośląskie,wrocławski,P,Starostwo Powiatowe we Wrocławiu,Wrocław,50-440,Wrocław,ul.T.Kościuszki,131,71,7221701,,,71,7221706,,starostwo@powiatwroclawski.pl,www.powiatwroclawski.pl,/twmud37012/skrytka,starostwo@powiatwroclawski.pl
133,0224000,Powiat Ząbkowicki,dolnośląskie,ząbkowicki,P,Starostwo Powiatowe w Ząbkowicach Śląskich,Ząbkowice Śl.,57-200,Ząbkowice Śl.,ul. Henryka Sienkiewicza,11,74,8162800,,,74,8162850,,starostwo@zabkowice-powiat.pl,www.ziemiazabkowicka.pl,/zabkowice/skrytkaESP,starostwo@zabkowice-powiat.pl
134,0225000,Powiat Zgorzelecki,dolnośląskie,zgorzelecki,P,Starostwo Powiatowe w Zgorzelcu,Zgorzelec,59-900,Zgorzelec,ul. Bohaterów II Armii WP,8a,75,7761555,,,75,7717930,,boi@powiat.zgorzelec.pl,www.powiatzgorzelecki.pl,/98sko76fh1/skrytka,boi@powiat.zgorzelec.pl
135,0226000,Powiat Złotoryjski,dolnośląskie,złotoryjski,P,Starostwo Powiatowe w Złotoryi,Złotoryja,59-500,Złotoryja,Pl. Niepodległości,8,76,8786930,,,76,8786955,,sekretariat@powiat-zlotoryja.pl,www.powiat-zlotoryja.pl,/SP_Zlotoryja/SkrytkaESP,sekretariat@powiat-zlotoryja.pl
136,0209073,Prochowice,dolnośląskie,legnicki,GMW,Urząd Miasta i Gminy Prochowice,Prochowice,59-230,Prochowice,Rynek,1,76,8584342,,24,76,7538749,,prochowice@prochowice.com,www.prochowice.com,/xk9qyv334b/skrytka,prochowice@prochowice.com
137,0220023,Prusice,dolnośląskie,trzebnicki,GMW,Urząd Miasta i Gminy w Prusicach,Prusice,55-110,Prusice,ul. Rynek,1,71,3126224,,,71,3126229,,prusice@prusice.pl,www.prusice.pl,/UMiGPrusice/skrytka,prusice@prusice.pl
138,0216053,Przemków,dolnośląskie,polkowicki,GMW,Urząd Miejski w Przemkowie,Przemków,59-170,Przemków,Plac Wolności,25,76,8319210,,,76,8319208,,p.info@przemkow.pl,www.przemkow.pl,/l600onrw4l/skrytka,p.info@przemkow.pl
139,0217032,Przeworno,dolnośląskie,strzeliński,GW,Urząd Gminy Przeworno,Przeworno,57-130,Przeworno,ul. Kolejowa,4A,74,8102052,,,74,8102002,,sekretariat@przeworno.pl,www.przeworno.pl,/0jwf577phh/skrytka,sekretariat@przeworno.pl
140,0208123,Radków,dolnośląskie,kłodzki,GMW,Urząd Miasta i Gminy Radków,Radków,57-420,Radków,Rynek,1,74,8735000,,,74,8735015,,sekretariat@radkowklodzki.pl,www.radkowklodzki.pl,/t3r06ppj0k/skrytka,sekretariat@radkowklodzki.pl
141,0216062,Radwanice,dolnośląskie,polkowicki,GW,Urząd Gminy Radwanice,Radwanice,59-160,Radwanice,ul. Przemysłowa,17,76,8311478,,,76,8311361,,sekretariat@radwanice.pl,www.radwanice.pl,/0626cqjanw/skrytka,sekretariat@radwanice.pl
142,0211032,Rudna,dolnośląskie,lubiński,GW,Urząd Gminy Rudna,Rudna,59-305,Rudna,Pl. Zwycięstwa,15,76,7492100,,,76,7492117,,sekretariat@rudna.pl,www.rudna.pl,/010o7jonuy/skrytka,sekretariat@rudna.pl
143,0209082,Ruja,dolnośląskie,legnicki,GW,Urząd Gminy Ruja,Ruja,59-243,Ruja,Ruja,23,76,8580311,,,76,8580317,,ug@ruja.pl,www.ruja.pl,/v901vj1fgd/skrytka,ug@ruja.pl
144,0223083,Siechnice,dolnośląskie,wrocławski,GMW,Urząd Miejski w Siechnicach,Siechnice,55-011,Siechnice,ul. Jana Pawła II,12,71,7860901,,,71,7860907,,biuro@umsiechnice.pl,www.siechnice.gmina.pl,/Siechnice/skrytka,biuro@umsiechnice.pl
145,0210072,Siekierczyn,dolnośląskie,lubański,GW,Urząd Gminy Siekierczyn,Siekierczyn,59-818,Siekierczyn,Siekierczyn,271,75,7221778,,32,75,7221750,,ug@siekierczyn.pl,www.siekierczyn.pl,/cihea4773c/skrytka,ug@siekierczyn.pl
146,0223073,Sobótka,dolnośląskie,wrocławski,GMW,Urząd Miasta i Gminy Sobótka,Sobótka,55-050,Sobótka,Rynek,1,71,3162043,,,71,3162123,,urzad@sobotka.pl,www.sobotka.pl,/461d5fcamm/skrytka,urzad@sobotka.pl
147,0206092,Stara Kamienica,dolnośląskie,karkonoski,GW,Urząd Gminy Stara Kamienica,Stara Kamienica,58-512,Stara Kamienica,Stara Kamienica,41,75,7514337,,,75,7514337,,starakamienica@starakamienica.pl,http://starakamienia.nowoczesnyurzad.pl/,/starakamienica/skrytka,starakamienica@starakamienica.pl
148,0221072,Stare Bogaczowice,dolnośląskie,wałbrzyski,GW,Urząd Gminy Stare Bogaczowice,Stare Bogaczowice,58-312,Stare Bogaczowice,ul. Główna,132,74,8452220,,,74,8452266,,urzad@starebogaczowice.ug.gov.pl,www.starebogaczowice.ug.gov.pl,/4k550ubrw5/skrytka,urzad@starebogaczowice.ug.gov.pl
149,0224042,Stoszowice,dolnośląskie,ząbkowicki,GW,Urząd Gminy Stoszowice,Stoszowice,57-213,Stoszowice,Stoszowice,97,74,8164510,,,74,8181059,,gmina@stoszowice.pl,www.stoszowice.pl,/gminastoszowice/skrytka,gmina@stoszowice.pl
150,0208133,Stronie Śląskie,dolnośląskie,kłodzki,GMW,Urząd Miejski w Stroniu Śląskim,Stronie Śląskie,57-550,Stronie Śląskie,ul. Kościuszki,55,74,8117711,,,74,8117732,,gmina@stronie.pl,www.stronie.pl,/UMSS/skrytka,gmina@stronie.pl
151,0219063,Strzegom,dolnośląskie,świdnicki,GMW,Urząd Miejski w Strzegomiu,Strzegom,58-150,Strzegom,Rynek,38,74,8560599,,,74,8560516,,strzegom@strzegom.pl,www.strzegom.pl,/16wh48vwri/skrytka,strzegom@strzegom.pl
152,0217043,Strzelin,dolnośląskie,strzeliński,GMW,Urząd Miasta i Gminy w Strzelinie,Strzelin,57-100,Strzelin,ul. Ząbkowicka,11,71,3921971,,,71,7585925,,umig@strzelin.pl,www.strzelin.pl,/95x0kxma2k/skrytka,umig@strzelin.pl
153,0225052,Sulików,dolnośląskie,zgorzelecki,GW,Urząd Gminy Sulików,Sulików,59-975,Sulików,ul. Dworcowa,5,75,7787288,,,75,7756922,,ug@sulikow.pl,www.sulikow.pl,/60ajo67eok/skrytka,ug@sulikow.pl
154,0214073,Syców,dolnośląskie,oleśnicki,GMW,Urząd Miasta i Gminy Syców,Syców,56-500,Syców,ul. Mickiewicza,1,62,7855100,,,62,7855104,,urzad@sycow.pl,www.sycow.pl,/eo4iy2u03l/skrytka,urzad@sycow.pl
155,0221031,Szczawno-Zdrój,dolnośląskie,wałbrzyski,GM,Urząd Miejski w Szczawnie-Zdroju,Szczawno-Zdrój,58-310,Szczawno-Zdrój,ul. Kościuszki,17,74,8493916,,,74,8435613,,promocja@szczawno-zdroj.pl,www.szczawno-zdroj.pl,/UM221031/skrytka,promocja@szczawno-zdroj.pl
156,0208143,Szczytna,dolnośląskie,kłodzki,GMW,Urząd Miasta i Gminy Szczytna,Szczytna,57-330,Szczytna,ul. Wolności,42,74,8683305,,,74,8683020,,szczytna@szczytna.pl,www.szczytna.pl,/Szczytna/skrytka,szczytna@szczytna.pl
157,0206041,Szklarska Poręba,dolnośląskie,karkonoski,GM,Urząd Miejski w Szklarskiej Porębie,Szklarska Poręba,58-580,Szklarska Poręba,ul. Granitowa,2,75,7547708,,,75,7547724,,boi@szklarskaporeba.pl,www.szklarskaporeba.pl,/SzklarskaPoreba/skrytka,boi@szklarskaporeba.pl
158,0211043,Ścinawa,dolnośląskie,lubiński,GMW,Urząd Miasta i Gminy w Ścinawie,Ścinawa,59-330,Ścinawa,Rynek,17,76,7400200,,,76,7400201,,urzad@scinawa.pl,www.scinawa.pl,/h7p412lvei/skrytka,urzad@scinawa.pl
159,0218043,Środa Śląska,dolnośląskie,średzki,GMW,Urząd Miejski w Środzie Śląskiej,Środa Śląska,55-300,Środa Śląska,Plac Wolności,5,71,3173052,,,71,3173405,,um@srodaslaska.pl,www.srodaslaska.pl,/7jv105xnib/skrytka,um@srodaslaska.pl
160,0219011,Świdnica,dolnośląskie,świdnicki,GM,Urząd Miejski w  Świdnicy,Świdnica,58-100,Świdnica,ul. Armii Krajowej,49,74,8562800,,,74,8568721,,um@um.swidnica.pl,www.um.swidnica.pl,/012ku4hqdf/skrytka,um@um.swidnica.pl
161,0219072,Świdnica,dolnośląskie,świdnicki,GW,Urząd Gminy Świdnica,Świdnica,58-100,Świdnica,ul. Głowackiego,4,74,8521226,,,74,8520274,400,urzad@gmina.swidnica.pl,www.gmina.swidnica.pl,/54ls1xc0x4/skrytka,urzad@gmina.swidnica.pl
162,0219021,Świebodzice,dolnośląskie,świdnicki,GM,Urząd Miejski w Świebodzicach,Świebodzice,58-160,Świebodzice,ul. Rynek,1,74,6669517,,,74,6669509,,swiebodzice@swiebodzice.pl,www.swiebodzice.pl,/sr04sis03q/skrytka,swiebodzice@swiebodzice.pl
163,0210021,Świeradów-Zdrój,dolnośląskie,lubański,GM,Urząd Miasta Świeradów-Zdrój,Świeradów-Zdrój,59-850,Świeradów-Zdrój,ul. 11 Listopada,35,75,7816489,,,75,7816585,,um@swieradowzdroj.pl,www.swieradowzdroj.pl,/umswieradow/skrytka,um@swieradowzdroj.pl
164,0226043,Świerzawa,dolnośląskie,złotoryjski,GMW,Urząd Miasta i Gminy Świerzawa,Świerzawa,59-540,Świerzawa,Plac Wolności,60,75,7135360,,21,75,7135390,21,urzad@swierzawa.pl,www.swierzawa.pl,/89m4egf6ck/skrytka,urzad@swierzawa.pl
165,0220033,Trzebnica,dolnośląskie,trzebnicki,GMW,Urząd Miejski w Trzebnicy,Trzebnica,55-100,Trzebnica,pl. Marszałka J. Piłsudskiego,1,71,3120611,,,71,3121248,,sekretariat@um.trzebnica.pl,www.trzebnica.pl,/1y3nd3qd5d/skrytka,sekretariat@um.trzebnica.pl
166,0214083,Twardogóra,dolnośląskie,oleśnicki,GMW,Urząd Miasta i Gminy Twardogóra,Twardogóra,56-416,Twardogóra,ul. Ratuszowa,14,71,3992200,,,71,3158142,,ratusz@twardogora.pl,www.twardogora.pl,/Urzadm/skrytka,ratusz@twardogora.pl
167,0218052,Udanin,dolnośląskie,średzki,GW,Urząd Gminy Udanin,Udanin,55-340,Udanin,,26,76,7442870,,,76,8709242,,ug@udanin.pl,www.udanin.pl,/0218052/skrytka,ug@udanin.pl
168,0221082,Walim,dolnośląskie,wałbrzyski,GW,Urząd Gminy Walim,Walim,58-320,Walim,ul. Boczna,9,74,8494340,,,74,8494355,,urzad@walim.pl,www.walim.pl,/ugwalim/skrytka,urzad@walim.pl
169,0265011,Wałbrzych,dolnośląskie,wałbrzyski,MNP,Urząd Miejski w Wałbrzychu,Wałbrzych,58-300,Wałbrzych,pl. Magistracki,1,74,6655100,,,74,6655118,,um@walbrzych.eu,www.um.walbrzych.pl,/umwalbrzych/skrytka,um@walbrzych.eu
170,0201062,Warta Bolesławiecka,dolnośląskie,bolesławiecki,GW,Urząd Gminy Warta Bolesławiecka,Warta Bolesławiecka,59-720,Raciborowice Górne,Warta Bolesławiecka,40c,75,7389592,,,75,7389523,,urzad@wartabol.pl,www.wartabol.pl d,/52om84quuz/skrytka,urzad@wartabol.pl
171,0205062,Wądroże Wielkie,dolnośląskie,jaworski,GW,Urząd Gminy Wądroże Wielkie,Wądroże Wielkie,59-430,Wądroże Wielkie,Wądroże Wielkie,64,76,8874323,,126,76,8874325,,urzad@wadrozewielkie.pl,www.wadrozewielkie.pl,/urzadwadrozewielkie/skrytka,urzad@wadrozewielkie.pl
172,0204043,Wąsosz,dolnośląskie,górowski,GMW,Urząd Miejski Wąsosza,Wąsosz,56-210,Wąsosz,Plac. Wolności,17,65,5437850,,,65,5437708,,wasosz@dolnyslask.pl,www.wasosz.eu,/4779xqvvhn/skrytka,wasosz@dolnyslask.pl
173,0225063,Węgliniec,dolnośląskie,zgorzelecki,GMW,Urząd Gminy i Miasta w Węglińcu,Węgliniec,59-940,Węgliniec,ul. Sikorskiego,3,75,7712556,,,75,7712551,,wegliniec@wegliniec.pl,www.wegliniec.pl,/aen5554yth/skrytka,wegliniec@wegliniec.pl
174,0217053,Wiązów,dolnośląskie,strzeliński,GMW,Urząd Miasta i Gminy Wiązów,Wiązów,57-120,Wiązów,Plac Wolności,37,71,3931136,,13,71,3931095,,urzad@wiazow.pl,www.wiazow.pl,/o1m20mi0ry/skrytka,urzad@wiazow.pl
175,0222022,Wińsko,dolnośląskie,wołowski,GW,Urząd Gminy Wińsko,Wińsko,56-160,Wińsko,pl. Wolności,2,71,3804200,,,71,3898366,,sekretariat@winsko.pl,www.winsko.pl,/4190wkirp3/skrytka,sekretariat@winsko.pl
176,0220042,Wisznia Mała,dolnośląskie,trzebnicki,GW,Urząd Gminy Wisznia Mała,Wisznia Mała,55-114,Wisznia Mała,ul. Wrocławska,9,71,3084800,,,71,3127068,,ug@wiszniamala.pl,www.wiszniamala.pl,/c9496eltms/skrytka,ug@wiszniamala.pl
177,0212053,Wleń,dolnośląskie,lwówecki,GMW,Urząd Miasta i Gminy Wleń,Wleń,59-610,Wleń,Plac Bohaterów Nysy,7,75,7136438,,,75,7136438,,sekretariat@wlen.pl,www.wlen.pl,/641k2etko7/skrytka,sekretariat@wlen.pl
178,0226011,Wojcieszów,dolnośląskie,złotoryjski,GM,Urząd Miasta Wojcieszów,Wojcieszów,59-550,Wojcieszów,ul. Pocztowa,1,75,7512230,,11,75,7512280,,miasto@wojcieszow.pl,www.wojcieszow.pl,/40o75vabou/skrytka,miasto@wojcieszow.pl
179,0200000,Województwo dolnośląskie,dolnośląskie,,W,Urząd Marszałkowski Województwa Dolnośląskiego,Wrocław,50-411,Wrocław,Wybrzeże Juliusza Słowackiego,"12,-14",71,7769053,,,71,7769053,,umwd@dolnyslask.pl,www.umwd.dolnyslask.pl,/UMWD_WROCLAW/kancelariaogolna,umwd@dolnyslask.pl
180,0222033,Wołów,dolnośląskie,wołowski,GMW,Urząd Miejski w Wołowie,Wołów,56-100,Wołów,Rynek - Ratusz,34,71,3191305,,,71,3191303,,sekretariat@wolow.pl,www.wolow.pl,/8554dwqnce/skrytka,sekretariat@wolow.pl
